Results_Name,Atmosphere
Results_Timestamp,1710806100
Results_Date,3,18,2024
Results_Time,18,55,0
Alt,0.000000000000000000e+00,5.000000000000000000e+03,1.000000000000000000e+04,1.099900000000000000e+04,1.100100000000000000e+04,1.500000000000000000e+04,1.999900000000000000e+04,2.000000000000000000e+04,2.000100000000000000e+04,2.500000000000000000e+04,3.000000000000000000e+04,3.199900000000000000e+04,3.200100000000000000e+04,3.500000000000000000e+04,4.000000000000000000e+04,4.500000000000000000e+04,4.699900000000000000e+04,4.700100000000000000e+04,5.000000000000000000e+04,5.099900000000000000e+04,5.100100000000000000e+04,5.500000000000000000e+04,6.000000000000000000e+04,6.500000000000000000e+04,7.000000000000000000e+04,7.099900000000000000e+04,7.100100000000000000e+04,7.500000000000000000e+04,8.000000000000000000e+04,8.485100000000000000e+04,8.485300000000000000e+04,8.500000000000000000e+04,9.000000000000000000e+04
Pres,1.013250251395063373e+02,5.401971518275916395e+01,2.643614819342048250e+01,2.263553892254749655e+01,2.262818773905405578e+01,1.204441156334991270e+01,5.475682190558577744e+00,5.474818807506446561e+00,5.473955560589001124e+00,2.488593221625990282e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00,2.488592907688342404e+00
Pres_Ratio,1.000000000000000000e+00,5.331330054780023531e-01,2.609044326120092960e-01,2.233953447470891640e-01,2.233227942248137698e-01,1.188690705654099067e-01,5.404076814212033925e-02,5.403224721601207481e-02,5.402372763344838458e-02,2.456049942449700305e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02,2.456049632617408190e-02
Rho_Ratio,1.000000000000000000e+00,6.009059504672586982e-01,3.368983274911529491e-01,2.971092057143112086e-01,2.970231757105875614e-01,1.580979181084461727e-01,7.187515554392359673e-02,7.186382256494375231e-02,7.185249137290140864e-02,3.266588868110981148e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02,3.266588456028678145e-02
Temp,2.881499999999999773e+02,2.556511138041338427e+02,2.231522276082677081e+02,2.166589501463336660e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02,2.166524480811728779e+02
