# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,PodGeom,0,CYTXVPRPPI,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,19,9
# x,y,z,u,w
2.712520448744445645e+00, 1.181818181818182101e+00, 4.103875723195600511e-02, 1.181818181818181879e+00, 2.041733119767888294e+00
2.782391278573094873e+00, 1.181818181818182101e+00, 7.123835152317364861e-02, 1.181818181818181879e+00, 2.095955830069344827e+00
2.886789666504633090e+00, 1.181818181818182101e+00, 9.623717971039168206e-02, 1.181818181818181879e+00, 2.172260364380927733e+00
3.032082884497426356e+00, 1.181818181818182101e+00, 1.168729011398307871e-01, 1.181818181818181879e+00, 2.276535875536843889e+00
3.224248918534492692e+00, 1.181818181818182101e+00, 1.315798624530025440e-01, 1.181818181818181879e+00, 2.413466350417201589e+00
3.464424813501801648e+00, 1.181818181818182101e+00, 1.380686498971795684e-01, 1.181818181818181879e+00, 2.584161237591246607e+00
3.745225747553929452e+00, 1.181818181818182101e+00, 1.348386033540322493e-01, 1.181818181818181879e+00, 2.783663390284290440e+00
4.049493703475547157e+00, 1.181818181818182101e+00, 1.223994500006368585e-01, 1.181818181818181879e+00, 3.000000000000000000e+00
4.353427912624384000e+00, 1.181818181818182101e+00, 1.034298864141473678e-01, 1.181818181818181879e+00, 3.216336609715709116e+00
4.633410656845844855e+00, 1.181818181818182101e+00, 8.162715344905296933e-02, 1.181818181818181879e+00, 3.415838762408752949e+00
4.872742041189652262e+00, 1.181818181818182101e+00, 6.029120672306038931e-02, 1.181818181818181879e+00, 3.586533649582798411e+00
5.064581328599426335e+00, 1.181818181818182101e+00, 4.155704818197290817e-02, 1.181818181818181879e+00, 3.723464124463156111e+00
5.210575867867035527e+00, 1.181818181818182101e+00, 2.634515641945142650e-02, 1.181818181818181879e+00, 3.827739635619072267e+00
5.317351889044912738e+00, 1.181818181818182101e+00, 1.468149668953062752e-02, 1.181818181818181879e+00, 3.904044169930655173e+00
5.393196300009545752e+00, 1.181818181818182101e+00, 6.108868275316480488e-03, 1.181818181818181879e+00, 3.958266880232111262e+00
5.445959409042284705e+00, 1.181818181818182101e+00, 0.000000000000000000e+00, 1.181818181818181879e+00, 4.000000000000000000e+00
5.568939113563427412e+00, 1.772727272727272485e+00, 0.000000000000000000e+00, 1.272727272727272707e+00, 0.000000000000000000e+00
5.520341513138527390e+00, 1.772727272727272485e+00, -5.626589200948483097e-03, 1.272727272727272707e+00, 4.173311976788848798e-02
5.450484818828993383e+00, 1.772727272727272485e+00, -1.352243116140857716e-02, 1.272727272727272707e+00, 9.595583006934514658e-02
5.352138483533588342e+00, 1.772727272727272485e+00, -2.426527564949392674e-02, 1.272727272727272707e+00, 1.722603643809275942e-01
5.217669828945005861e+00, 1.772727272727272485e+00, -3.827622858865915162e-02, 1.272727272727272707e+00, 2.765358755368439447e-01
5.040975748436003379e+00, 1.772727272727272485e+00, -5.553137461334501507e-02, 1.272727272727272707e+00, 4.134663504172014781e-01
4.820538947066708602e+00, 1.772727272727272485e+00, -7.518290449254860786e-02, 1.272727272727272707e+00, 5.841612375912467181e-01
4.562660103704835990e+00, 1.772727272727272485e+00, -9.526436906566197738e-02, 1.272727272727272707e+00, 7.836633902842906618e-01
4.282720700541433168e+00, 1.772727272727272485e+00, -1.127363355269023204e-01, 1.272727272727272707e+00, 1.000000000000000000e+00
4.002473899034679761e+00, 1.772727272727272485e+00, -1.241934504576612947e-01, 1.272727272727272707e+00, 1.216336609715709338e+00
3.743841459776141356e+00, 1.772727272727272485e+00, -1.271684933263496076e-01, 1.272727272727272707e+00, 1.415838762408753171e+00
3.522626819674671950e+00, 1.772727272727272485e+00, -1.211919785751339879e-01, 1.272727272727272707e+00, 1.586533649582798411e+00
3.345631788324741507e+00, 1.772727272727272485e+00, -1.076460931551073419e-01, 1.272727272727272707e+00, 1.723464124463156111e+00
3.211809087541906305e+00, 1.772727272727272485e+00, -8.863950762799245597e-02, 1.272727272727272707e+00, 1.827739635619072267e+00
3.115652677604963117e+00, 1.772727272727272485e+00, -6.561427113976533998e-02, 1.272727272727272707e+00, 1.904044169930654951e+00
3.051297965920681143e+00, 1.772727272727272485e+00, -3.779885534522327978e-02, 1.272727272727272707e+00, 1.958266880232111484e+00
3.023484568108881998e+00, 1.772727272727272485e+00, 0.000000000000000000e+00, 1.272727272727272707e+00, 2.000000000000000000e+00
3.051297965920680255e+00, 1.772727272727272485e+00, 3.779885534522264140e-02, 1.272727272727272707e+00, 2.041733119767888294e+00
3.115652677604962228e+00, 1.772727272727272485e+00, 6.561427113976521508e-02, 1.272727272727272707e+00, 2.095955830069344827e+00
3.211809087541905861e+00, 1.772727272727272485e+00, 8.863950762799233107e-02, 1.272727272727272707e+00, 2.172260364380927733e+00
3.345631788324741507e+00, 1.772727272727272485e+00, 1.076460931551073141e-01, 1.272727272727272707e+00, 2.276535875536843889e+00
3.522626819674671061e+00, 1.772727272727272485e+00, 1.211919785751339323e-01, 1.272727272727272707e+00, 2.413466350417201589e+00
3.743841459776139580e+00, 1.772727272727272485e+00, 1.271684933263496076e-01, 1.272727272727272707e+00, 2.584161237591246607e+00
4.002473899034678873e+00, 1.772727272727272485e+00, 1.241934504576612947e-01, 1.272727272727272707e+00, 2.783663390284290440e+00
4.282720700541431391e+00, 1.772727272727272485e+00, 1.127363355269023620e-01, 1.272727272727272707e+00, 3.000000000000000000e+00
4.562660103704834214e+00, 1.772727272727272485e+00, 9.526436906566207452e-02, 1.272727272727272707e+00, 3.216336609715709116e+00
4.820538947066706825e+00, 1.772727272727272485e+00, 7.518290449254880214e-02, 1.272727272727272707e+00, 3.415838762408752949e+00
5.040975748436002490e+00, 1.772727272727272485e+00, 5.553137461334510527e-02, 1.272727272727272707e+00, 3.586533649582798411e+00
5.217669828945004973e+00, 1.772727272727272485e+00, 3.827622858865926264e-02, 1.272727272727272707e+00, 3.723464124463156111e+00
5.352138483533592783e+00, 1.772727272727272485e+00, 2.426527564949473512e-02, 1.272727272727272707e+00, 3.827739635619072267e+00
5.450484818829005818e+00, 1.772727272727272485e+00, 1.352243116140978800e-02, 1.272727272727272707e+00, 3.904044169930655173e+00
5.520341513138536271e+00, 1.772727272727272485e+00, 5.626589200949390357e-03, 1.272727272727272707e+00, 3.958266880232111262e+00
5.568939113563427412e+00, 1.772727272727272485e+00, 0.000000000000000000e+00, 1.272727272727272707e+00, 4.000000000000000000e+00
5.691918818084570120e+00, 2.363636363636364202e+00, 0.000000000000000000e+00, 1.363636363636363757e+00, 0.000000000000000000e+00
5.647486726267519686e+00, 2.363636363636364202e+00, -5.144310126581469293e-03, 1.363636363636363757e+00, 4.173311976788848798e-02
5.583617748613088239e+00, 2.363636363636364202e+00, -1.236336563328783826e-02, 1.363636363636363757e+00, 9.595583006934514658e-02
5.493701099200146487e+00, 2.363636363636364202e+00, -2.218539487953730127e-02, 1.363636363636363757e+00, 1.722603643809275942e-01
5.370758329290584498e+00, 2.363636363636364202e+00, -3.499540899534550609e-02, 1.363636363636363757e+00, 2.765358755368439447e-01
5.209209455682353607e+00, 2.363636363636364202e+00, -5.077154250362972410e-02, 1.363636363636363757e+00, 4.134663504172014781e-01
5.007667237287570572e+00, 2.363636363636364202e+00, -6.873865553604444067e-02, 1.363636363636363757e+00, 5.841612375912467181e-01
4.771892294785287092e+00, 2.363636363636364202e+00, -8.709885171717665631e-02, 1.363636363636363757e+00, 7.836633902842906618e-01
4.515947697607318290e+00, 2.363636363636364202e+00, -1.030732210531678239e-01, 1.363636363636363757e+00, 1.000000000000000000e+00
4.259722050515429181e+00, 2.363636363636364202e+00, -1.135482975612902984e-01, 1.363636363636363757e+00, 1.216336609715709338e+00
4.023258106050480620e+00, 2.363636363636364202e+00, -1.162683367555196468e-01, 1.363636363636363757e+00, 1.415838762408753171e+00
3.821004720814851652e+00, 2.363636363636364202e+00, -1.108040946972653484e-01, 1.363636363636363757e+00, 1.586533649582798411e+00
3.659180692152057546e+00, 2.363636363636364202e+00, -9.841928517038384117e-02, 1.363636363636363757e+00, 1.723464124463156111e+00
3.536828508579179964e+00, 2.363636363636364202e+00, -8.104183554559310498e-02, 1.363636363636363757e+00, 1.827739635619072267e+00
3.448914076636831361e+00, 2.363636363636364202e+00, -5.999019075635687176e-02, 1.363636363636363757e+00, 1.904044169930654951e+00
3.390075483096916642e+00, 2.363636363636364202e+00, -3.455895345848985362e-02, 1.363636363636363757e+00, 1.958266880232111484e+00
3.364646090811842960e+00, 2.363636363636364202e+00, 0.000000000000000000e+00, 1.363636363636363757e+00, 2.000000000000000000e+00
3.390075483096915754e+00, 2.363636363636364202e+00, 3.455895345848926381e-02, 1.363636363636363757e+00, 2.041733119767888294e+00
3.448914076636831361e+00, 2.363636363636364202e+00, 5.999019075635676074e-02, 1.363636363636363757e+00, 2.095955830069344827e+00
3.536828508579179520e+00, 2.363636363636364202e+00, 8.104183554559299396e-02, 1.363636363636363757e+00, 2.172260364380927733e+00
3.659180692152057546e+00, 2.363636363636364202e+00, 9.841928517038381341e-02, 1.363636363636363757e+00, 2.276535875536843889e+00
3.821004720814850764e+00, 2.363636363636364202e+00, 1.108040946972652929e-01, 1.363636363636363757e+00, 2.413466350417201589e+00
4.023258106050478844e+00, 2.363636363636364202e+00, 1.162683367555196468e-01, 1.363636363636363757e+00, 2.584161237591246607e+00
4.259722050515428293e+00, 2.363636363636364202e+00, 1.135482975612902984e-01, 1.363636363636363757e+00, 2.783663390284290440e+00
4.515947697607316513e+00, 2.363636363636364202e+00, 1.030732210531678794e-01, 1.363636363636363757e+00, 3.000000000000000000e+00
4.771892294785285316e+00, 2.363636363636364202e+00, 8.709885171717673957e-02, 1.363636363636363757e+00, 3.216336609715709116e+00
5.007667237287568796e+00, 2.363636363636364202e+00, 6.873865553604460721e-02, 1.363636363636363757e+00, 3.415838762408752949e+00
5.209209455682352718e+00, 2.363636363636364202e+00, 5.077154250362980042e-02, 1.363636363636363757e+00, 3.586533649582798411e+00
5.370758329290584498e+00, 2.363636363636364202e+00, 3.499540899534560323e-02, 1.363636363636363757e+00, 3.723464124463156111e+00
5.493701099200150040e+00, 2.363636363636364202e+00, 2.218539487953804026e-02, 1.363636363636363757e+00, 3.827739635619072267e+00
5.583617748613098897e+00, 2.363636363636364202e+00, 1.236336563328894675e-02, 1.363636363636363757e+00, 3.904044169930655173e+00
5.647486726267526791e+00, 2.363636363636364202e+00, 5.144310126582299358e-03, 1.363636363636363757e+00, 3.958266880232111262e+00
5.691918818084570120e+00, 2.363636363636364202e+00, 0.000000000000000000e+00, 1.363636363636363757e+00, 4.000000000000000000e+00
5.814898522605712827e+00, 2.954545454545455030e+00, 0.000000000000000000e+00, 1.454545454545454586e+00, 0.000000000000000000e+00
5.774631939396510205e+00, 2.954545454545455030e+00, -4.662031052214457225e-03, 1.454545454545454586e+00, 4.173311976788848798e-02
5.716750678397181318e+00, 2.954545454545455030e+00, -1.120430010516710456e-02, 1.454545454545454586e+00, 9.595583006934514658e-02
5.635263714866702855e+00, 2.954545454545455030e+00, -2.010551410958067928e-02, 1.454545454545454586e+00, 1.722603643809275942e-01
5.523846829636163136e+00, 2.954545454545455030e+00, -3.171458940203186749e-02, 1.454545454545454586e+00, 2.765358755368439447e-01
5.377443162928703835e+00, 2.954545454545455030e+00, -4.601171039391444006e-02, 1.454545454545454586e+00, 4.134663504172014781e-01
5.194795527508431654e+00, 2.954545454545455030e+00, -6.229440657954027349e-02, 1.454545454545454586e+00, 5.841612375912467181e-01
4.981124485865736418e+00, 2.954545454545455030e+00, -7.893333436869134911e-02, 1.454545454545454586e+00, 7.836633902842906618e-01
4.749174694673202524e+00, 2.954545454545455030e+00, -9.341010657943335516e-02, 1.454545454545454586e+00, 1.000000000000000000e+00
4.516970201996178602e+00, 2.954545454545455030e+00, -1.029031446649193438e-01, 1.454545454545454586e+00, 1.216336609715709338e+00
4.302674752324818108e+00, 2.954545454545455030e+00, -1.053681801846896721e-01, 1.454545454545454586e+00, 1.415838762408753171e+00
4.119382621955029578e+00, 2.954545454545455030e+00, -1.004162108193967368e-01, 1.454545454545454586e+00, 1.586533649582798411e+00
3.972729595979372696e+00, 2.954545454545455030e+00, -8.919247718566035432e-02, 1.454545454545454586e+00, 1.723464124463156111e+00
3.861847929616452291e+00, 2.954545454545455030e+00, -7.344416346319375399e-02, 1.454545454545454586e+00, 1.827739635619072267e+00
3.782175475668698716e+00, 2.954545454545455030e+00, -5.436611037294841742e-02, 1.454545454545454586e+00, 1.904044169930654951e+00
3.728853000273151252e+00, 2.954545454545455030e+00, -3.131905157175642745e-02, 1.454545454545454586e+00, 1.958266880232111484e+00
3.705807613514803478e+00, 2.954545454545455030e+00, 0.000000000000000000e+00, 1.454545454545454586e+00, 2.000000000000000000e+00
3.728853000273150364e+00, 2.954545454545455030e+00, 3.131905157175590010e-02, 1.454545454545454586e+00, 2.041733119767888294e+00
3.782175475668698716e+00, 2.954545454545455030e+00, 5.436611037294832027e-02, 1.454545454545454586e+00, 2.095955830069344827e+00
3.861847929616452291e+00, 2.954545454545455030e+00, 7.344416346319365685e-02, 1.454545454545454586e+00, 2.172260364380927733e+00
3.972729595979372696e+00, 2.954545454545455030e+00, 8.919247718566034044e-02, 1.454545454545454586e+00, 2.276535875536843889e+00
4.119382621955029578e+00, 2.954545454545455030e+00, 1.004162108193966813e-01, 1.454545454545454586e+00, 2.413466350417201589e+00
4.302674752324817220e+00, 2.954545454545455030e+00, 1.053681801846896721e-01, 1.454545454545454586e+00, 2.584161237591246607e+00
4.516970201996178602e+00, 2.954545454545455030e+00, 1.029031446649193438e-01, 1.454545454545454586e+00, 2.783663390284290440e+00
4.749174694673201635e+00, 2.954545454545455030e+00, 9.341010657943338291e-02, 1.454545454545454586e+00, 3.000000000000000000e+00
4.981124485865736418e+00, 2.954545454545455030e+00, 7.893333436869141850e-02, 1.454545454545454586e+00, 3.216336609715709116e+00
5.194795527508428989e+00, 2.954545454545455030e+00, 6.229440657954042615e-02, 1.454545454545454586e+00, 3.415838762408752949e+00
5.377443162928702947e+00, 2.954545454545455030e+00, 4.601171039391450945e-02, 1.454545454545454586e+00, 3.586533649582798411e+00
5.523846829636163136e+00, 2.954545454545455030e+00, 3.171458940203195770e-02, 1.454545454545454586e+00, 3.723464124463156111e+00
5.635263714866706408e+00, 2.954545454545455030e+00, 2.010551410958134888e-02, 1.454545454545454586e+00, 3.827739635619072267e+00
5.716750678397191976e+00, 2.954545454545455030e+00, 1.120430010516810897e-02, 1.454545454545454586e+00, 3.904044169930655173e+00
5.774631939396517311e+00, 2.954545454545455030e+00, 4.662031052215209227e-03, 1.454545454545454586e+00, 3.958266880232111262e+00
5.814898522605712827e+00, 2.954545454545455030e+00, 0.000000000000000000e+00, 1.454545454545454586e+00, 4.000000000000000000e+00
5.937878227126854647e+00, 3.545454545454544970e+00, 0.000000000000000000e+00, 1.545454545454545414e+00, 0.000000000000000000e+00
5.901777152525500725e+00, 3.545454545454544970e+00, -4.179751977847444289e-03, 1.545454545454545414e+00, 4.173311976788848798e-02
5.849883608181276173e+00, 3.545454545454544970e+00, -1.004523457704637260e-02, 1.545454545454545414e+00, 9.595583006934514658e-02
5.776826330533260112e+00, 3.545454545454544970e+00, -1.802563333962406075e-02, 1.545454545454545414e+00, 1.722603643809275942e-01
5.676935329981741774e+00, 3.545454545454544970e+00, -2.843376980871823237e-02, 1.545454545454545414e+00, 2.765358755368439447e-01
5.545676870175054063e+00, 3.545454545454544970e+00, -4.125187828419915603e-02, 1.545454545454545414e+00, 4.134663504172014781e-01
5.381923817729292736e+00, 3.545454545454544970e+00, -5.585015762303611325e-02, 1.545454545454545414e+00, 5.841612375912467181e-01
5.190356676946187520e+00, 3.545454545454544970e+00, -7.076781702020604192e-02, 1.545454545454545414e+00, 7.836633902842906618e-01
4.982401691739087646e+00, 3.545454545454544970e+00, -8.374699210569887253e-02, 1.545454545454545414e+00, 1.000000000000000000e+00
4.774218353476927135e+00, 3.545454545454544970e+00, -9.225799176854838912e-02, 1.545454545454545414e+00, 1.216336609715709338e+00
4.582091398599157372e+00, 3.545454545454544970e+00, -9.446802361385972513e-02, 1.545454545454545414e+00, 1.415838762408753171e+00
4.417760523095207503e+00, 3.545454545454544970e+00, -9.002832694152811122e-02, 1.545454545454545414e+00, 1.586533649582798411e+00
4.286278499806687847e+00, 3.545454545454544970e+00, -7.996566920093688136e-02, 1.545454545454545414e+00, 1.723464124463156111e+00
4.186867350653724174e+00, 3.545454545454544970e+00, -6.584649138079440300e-02, 1.545454545454545414e+00, 1.827739635619072267e+00
4.115436874700566960e+00, 3.545454545454544970e+00, -4.874202998953997001e-02, 1.545454545454545414e+00, 1.904044169930654951e+00
4.067630517449385863e+00, 3.545454545454544970e+00, -2.807914968502300823e-02, 1.545454545454545414e+00, 1.958266880232111484e+00
4.046969136217763996e+00, 3.545454545454544970e+00, 0.000000000000000000e+00, 1.545454545454545414e+00, 2.000000000000000000e+00
4.067630517449385863e+00, 3.545454545454544970e+00, 2.807914968502253292e-02, 1.545454545454545414e+00, 2.041733119767888294e+00
4.115436874700566960e+00, 3.545454545454544970e+00, 4.874202998953987981e-02, 1.545454545454545414e+00, 2.095955830069344827e+00
4.186867350653725062e+00, 3.545454545454544970e+00, 6.584649138079430586e-02, 1.545454545454545414e+00, 2.172260364380927733e+00
4.286278499806687847e+00, 3.545454545454544970e+00, 7.996566920093686748e-02, 1.545454545454545414e+00, 2.276535875536843889e+00
4.417760523095207503e+00, 3.545454545454544970e+00, 9.002832694152806958e-02, 1.545454545454545414e+00, 2.413466350417201589e+00
4.582091398599155596e+00, 3.545454545454544970e+00, 9.446802361385972513e-02, 1.545454545454545414e+00, 2.584161237591246607e+00
4.774218353476927135e+00, 3.545454545454544970e+00, 9.225799176854838912e-02, 1.545454545454545414e+00, 2.783663390284290440e+00
4.982401691739086758e+00, 3.545454545454544970e+00, 8.374699210569891417e-02, 1.545454545454545414e+00, 3.000000000000000000e+00
5.190356676946186631e+00, 3.545454545454544970e+00, 7.076781702020611131e-02, 1.545454545454545414e+00, 3.216336609715709116e+00
5.381923817729290960e+00, 3.545454545454544970e+00, 5.585015762303625203e-02, 1.545454545454545414e+00, 3.415838762408752949e+00
5.545676870175054063e+00, 3.545454545454544970e+00, 4.125187828419921848e-02, 1.545454545454545414e+00, 3.586533649582798411e+00
5.676935329981739997e+00, 3.545454545454544970e+00, 2.843376980871830870e-02, 1.545454545454545414e+00, 3.723464124463156111e+00
5.776826330533262777e+00, 3.545454545454544970e+00, 1.802563333962466097e-02, 1.545454545454545414e+00, 3.827739635619072267e+00
5.849883608181283279e+00, 3.545454545454544970e+00, 1.004523457704727119e-02, 1.545454545454545414e+00, 3.904044169930655173e+00
5.901777152525506942e+00, 3.545454545454544970e+00, 4.179751977848119096e-03, 1.545454545454545414e+00, 3.958266880232111262e+00
5.937878227126854647e+00, 3.545454545454544970e+00, 0.000000000000000000e+00, 1.545454545454545414e+00, 4.000000000000000000e+00
6.060857931647997354e+00, 4.136363636363635798e+00, 0.000000000000000000e+00, 1.636363636363636243e+00, 0.000000000000000000e+00
6.028922365654492133e+00, 4.136363636363635798e+00, -3.697472903480432220e-03, 1.636363636363636243e+00, 4.173311976788848798e-02
5.983016537965369253e+00, 4.136363636363635798e+00, -8.886169048925637165e-03, 1.636363636363636243e+00, 9.595583006934514658e-02
5.918388946199817369e+00, 4.136363636363635798e+00, -1.594575256966743876e-02, 1.636363636363636243e+00, 1.722603643809275942e-01
5.830023830327320411e+00, 4.136363636363635798e+00, -2.515295021540459378e-02, 1.636363636363636243e+00, 2.765358755368439447e-01
5.713910577421404291e+00, 4.136363636363635798e+00, -3.649204617448387200e-02, 1.636363636363636243e+00, 4.134663504172014781e-01
5.569052107950153818e+00, 4.136363636363635798e+00, -4.940590866653195301e-02, 1.636363636363636243e+00, 5.841612375912467181e-01
5.399588868026636845e+00, 4.136363636363635798e+00, -6.260229967172073473e-02, 1.636363636363636243e+00, 7.836633902842906618e-01
5.215628688804972768e+00, 4.136363636363635798e+00, -7.408387763196440379e-02, 1.636363636363636243e+00, 1.000000000000000000e+00
5.031466504957677444e+00, 4.136363636363635798e+00, -8.161283887217743449e-02, 1.636363636363636243e+00, 1.216336609715709338e+00
4.861508044873495749e+00, 4.136363636363635798e+00, -8.356786704302976432e-02, 1.636363636363636243e+00, 1.415838762408753171e+00
4.716138424235386317e+00, 4.136363636363635798e+00, -7.964044306365949955e-02, 1.636363636363636243e+00, 1.586533649582798411e+00
4.599827403634002998e+00, 4.136363636363635798e+00, -7.073886121621340839e-02, 1.636363636363636243e+00, 1.723464124463156111e+00
4.511886771690996945e+00, 4.136363636363635798e+00, -5.824881929839505201e-02, 1.636363636363636243e+00, 1.827739635619072267e+00
4.448698273732434316e+00, 4.136363636363635798e+00, -4.311794960613151567e-02, 1.636363636363636243e+00, 1.904044169930654951e+00
4.406408034625620473e+00, 4.136363636363635798e+00, -2.483924779828958901e-02, 1.636363636363636243e+00, 1.958266880232111484e+00
4.388130658920724514e+00, 4.136363636363635798e+00, 0.000000000000000000e+00, 1.636363636363636243e+00, 2.000000000000000000e+00
4.406408034625620473e+00, 4.136363636363635798e+00, 2.483924779828916921e-02, 1.636363636363636243e+00, 2.041733119767888294e+00
4.448698273732434316e+00, 4.136363636363635798e+00, 4.311794960613143241e-02, 1.636363636363636243e+00, 2.095955830069344827e+00
4.511886771690997833e+00, 4.136363636363635798e+00, 5.824881929839497569e-02, 1.636363636363636243e+00, 2.172260364380927733e+00
4.599827403634002998e+00, 4.136363636363635798e+00, 7.073886121621338063e-02, 1.636363636363636243e+00, 2.276535875536843889e+00
4.716138424235386317e+00, 4.136363636363635798e+00, 7.964044306365945791e-02, 1.636363636363636243e+00, 2.413466350417201589e+00
4.861508044873493972e+00, 4.136363636363635798e+00, 8.356786704302976432e-02, 1.636363636363636243e+00, 2.584161237591246607e+00
5.031466504957676555e+00, 4.136363636363635798e+00, 8.161283887217743449e-02, 1.636363636363636243e+00, 2.783663390284290440e+00
5.215628688804970992e+00, 4.136363636363635798e+00, 7.408387763196443154e-02, 1.636363636363636243e+00, 3.000000000000000000e+00
5.399588868026636845e+00, 4.136363636363635798e+00, 6.260229967172079024e-02, 1.636363636363636243e+00, 3.216336609715709116e+00
5.569052107950152042e+00, 4.136363636363635798e+00, 4.940590866653207791e-02, 1.636363636363636243e+00, 3.415838762408752949e+00
5.713910577421403403e+00, 4.136363636363635798e+00, 3.649204617448392751e-02, 1.636363636363636243e+00, 3.586533649582798411e+00
5.830023830327319523e+00, 4.136363636363635798e+00, 2.515295021540466316e-02, 1.636363636363636243e+00, 3.723464124463156111e+00
5.918388946199820033e+00, 4.136363636363635798e+00, 1.594575256966797305e-02, 1.636363636363636243e+00, 3.827739635619072267e+00
5.983016537965377246e+00, 4.136363636363635798e+00, 8.886169048926433403e-03, 1.636363636363636243e+00, 3.904044169930655173e+00
6.028922365654497462e+00, 4.136363636363635798e+00, 3.697472903481028965e-03, 1.636363636363636243e+00, 3.958266880232111262e+00
6.060857931647997354e+00, 4.136363636363635798e+00, 0.000000000000000000e+00, 1.636363636363636243e+00, 4.000000000000000000e+00
6.183837636169140062e+00, 4.727272727272727515e+00, 0.000000000000000000e+00, 1.727272727272727293e+00, 0.000000000000000000e+00
6.156067578783483540e+00, 4.727272727272727515e+00, -3.215193829113418417e-03, 1.727272727272727293e+00, 4.173311976788848798e-02
6.116149467749463220e+00, 4.727272727272727515e+00, -7.727103520804899997e-03, 1.727272727272727293e+00, 9.595583006934514658e-02
6.059951561866374625e+00, 4.727272727272727515e+00, -1.386587179971081329e-02, 1.727272727272727293e+00, 1.722603643809275942e-01
5.983112330672899937e+00, 4.727272727272727515e+00, -2.187213062209094477e-02, 1.727272727272727293e+00, 2.765358755368439447e-01
5.882144284667754519e+00, 4.727272727272727515e+00, -3.173221406476858103e-02, 1.727272727272727293e+00, 4.134663504172014781e-01
5.756180398171014900e+00, 4.727272727272727515e+00, -4.296165971002777195e-02, 1.727272727272727293e+00, 5.841612375912467181e-01
5.608821059107087947e+00, 4.727272727272727515e+00, -5.443678232323541366e-02, 1.727272727272727293e+00, 7.836633902842906618e-01
5.448855685870857890e+00, 4.727272727272727515e+00, -6.442076315822989341e-02, 1.727272727272727293e+00, 1.000000000000000000e+00
5.288714656438426864e+00, 4.727272727272727515e+00, -7.096768597580645210e-02, 1.727272727272727293e+00, 1.216336609715709338e+00
5.140924691147834125e+00, 4.727272727272727515e+00, -7.266771047219977575e-02, 1.727272727272727293e+00, 1.415838762408753171e+00
5.014516325375566019e+00, 4.727272727272727515e+00, -6.925255918579084624e-02, 1.727272727272727293e+00, 1.586533649582798411e+00
4.913376307461319037e+00, 4.727272727272727515e+00, -6.151205323148990767e-02, 1.727272727272727293e+00, 1.723464124463156111e+00
4.836906192728270604e+00, 4.727272727272727515e+00, -5.065114721599568715e-02, 1.727272727272727293e+00, 1.827739635619072267e+00
4.781959672764303448e+00, 4.727272727272727515e+00, -3.749386922272304745e-02, 1.727272727272727293e+00, 1.904044169930654951e+00
4.745185551801855972e+00, 4.727272727272727515e+00, -2.159934591155615591e-02, 1.727272727272727293e+00, 1.958266880232111484e+00
4.729292181623685920e+00, 4.727272727272727515e+00, 0.000000000000000000e+00, 1.727272727272727293e+00, 2.000000000000000000e+00
4.745185551801855972e+00, 4.727272727272727515e+00, 2.159934591155579509e-02, 1.727272727272727293e+00, 2.041733119767888294e+00
4.781959672764303448e+00, 4.727272727272727515e+00, 3.749386922272297806e-02, 1.727272727272727293e+00, 2.095955830069344827e+00
4.836906192728271492e+00, 4.727272727272727515e+00, 5.065114721599561776e-02, 1.727272727272727293e+00, 2.172260364380927733e+00
4.913376307461319037e+00, 4.727272727272727515e+00, 6.151205323148989379e-02, 1.727272727272727293e+00, 2.276535875536843889e+00
5.014516325375565131e+00, 4.727272727272727515e+00, 6.925255918579081849e-02, 1.727272727272727293e+00, 2.413466350417201589e+00
5.140924691147832348e+00, 4.727272727272727515e+00, 7.266771047219977575e-02, 1.727272727272727293e+00, 2.584161237591246607e+00
5.288714656438426864e+00, 4.727272727272727515e+00, 7.096768597580645210e-02, 1.727272727272727293e+00, 2.783663390284290440e+00
5.448855685870857002e+00, 4.727272727272727515e+00, 6.442076315822992116e-02, 1.727272727272727293e+00, 3.000000000000000000e+00
5.608821059107087947e+00, 4.727272727272727515e+00, 5.443678232323546917e-02, 1.727272727272727293e+00, 3.216336609715709116e+00
5.756180398171014012e+00, 4.727272727272727515e+00, 4.296165971002788297e-02, 1.727272727272727293e+00, 3.415838762408752949e+00
5.882144284667754519e+00, 4.727272727272727515e+00, 3.173221406476862960e-02, 1.727272727272727293e+00, 3.586533649582798411e+00
5.983112330672898160e+00, 4.727272727272727515e+00, 2.187213062209100722e-02, 1.727272727272727293e+00, 3.723464124463156111e+00
6.059951561866377290e+00, 4.727272727272727515e+00, 1.386587179971127647e-02, 1.727272727272727293e+00, 3.827739635619072267e+00
6.116149467749470325e+00, 4.727272727272727515e+00, 7.727103520805592152e-03, 1.727272727272727293e+00, 3.904044169930655173e+00
