Results_Name,VSPAERO_Wrapper
Results_Timestamp,1713482543
Results_Date,4,18,2024
Results_Time,18,22,23
Analysis_Duration_Sec,5.583999999999999631e+00
ResultsVec,VSPAERO_History,VSPAERO_Polar,VSPAERO_Load,VSPAERO_Comp_Load,CpSlice_Wrapper
Results_Name,VSPAERO_History
Results_Timestamp,1713482541
Results_Date,4,18,2024
Results_Time,18,22,21
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDo,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03
CDt,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDtot,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03
CDtott,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03
CFx,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03
CFxi,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFxo,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03,1.974450330999999968e-03
CFy,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CFyi,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CFyo,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CFz,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFzi,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFzo,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CL,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CLi,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CLo,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMx,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CMxi,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CMxo,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
CMy,1.345917729999999870e-04,1.345917729999999870e-04,1.345917729999999870e-04,1.345917729999999870e-04,1.345917729999999870e-04
CMyi,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMyo,1.345917729999999870e-04,1.345917729999999870e-04,1.345917729999999870e-04,1.345917729999999870e-04,1.345917729999999870e-04
CMz,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMzi,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CMzo,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CS,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CSi,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
CSo,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
E,8.891764880450670034e+02,1.086341687763119950e+02,1.098630867921779952e+02,1.098287609213210061e+02,1.098372084867179979e+02
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,6.999999999999999556e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.000000000000000000e+02
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,9.999999999999999799e-13,9.999999999999999799e-13,9.999999999999999799e-13,9.999999999999999799e-13,9.999999999999999799e-13
Mach,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_Polar
Results_Timestamp,1713482541
Results_Date,4,18,2024
Results_Time,18,22,21
Alpha,0.000000000000000000e+00
Beta,0.000000000000000000e+00
CDi,0.000000000000000000e+00
CDo,1.974450330999999968e-03
CDt,0.000000000000000000e+00
CDtot,1.974450330999999968e-03
CDtott,1.974450330999999968e-03
CFx,1.974450330999999968e-03
CFy,-0.000000000000000000e+00
CFz,0.000000000000000000e+00
CL,0.000000000000000000e+00
CMl,-0.000000000000000000e+00
CMm,1.345917729999999870e-04
CMn,0.000000000000000000e+00
CMx,0.000000000000000000e+00
CMy,1.345917729999999870e-04
CMz,-0.000000000000000000e+00
CS,-0.000000000000000000e+00
E,0.000000000000000000e+00
Fopt,0.000000000000000000e+00
L_D,9.999999999999999799e-13
Mach,6.999999999999999556e-01
Re_1e6,1.000000000000000000e+01
Results_Name,VSPAERO_Load
Results_Timestamp,1713482541
Results_Date,4,18,2024
Results_Time,18,22,21
AnalysisMethod,0
Chord,3.090910000000000046e+00,2.872729999999999784e+00,2.654549999999999965e+00,2.436360000000000081e+00,2.218179999999999819e+00,2.000000000000000000e+00,1.781819999999999959e+00,1.563639999999999919e+00,1.345450000000000035e+00,1.127269999999999994e+00,9.090899999999999537e-01,3.090910000000000046e+00,2.872729999999999784e+00,2.654549999999999965e+00,2.436360000000000081e+00,2.218179999999999819e+00,2.000000000000000000e+00,1.781819999999999959e+00,1.563639999999999919e+00,1.345450000000000035e+00,1.127269999999999994e+00,9.090899999999999537e-01,1.100230000000000041e+00,1.022569999999999979e+00,9.449100000000000277e-01,8.672400000000000109e-01,7.895799999999999486e-01,7.119100000000000428e-01,6.342499999999999805e-01,5.565900000000000292e-01,4.789200000000000124e-01,4.012600000000000056e-01,3.235999999999999988e-01,1.100230000000000041e+00,1.022569999999999979e+00,9.449100000000000277e-01,8.672400000000000109e-01,7.895799999999999486e-01,7.119100000000000428e-01,6.342499999999999805e-01,5.565900000000000292e-01,4.789200000000000124e-01,4.012600000000000056e-01,3.235999999999999988e-01,1.086389999999999967e+00,1.009710000000000107e+00,9.330199999999999605e-01,8.563300000000000356e-01,7.796499999999999542e-01,7.029600000000000293e-01,6.262699999999999934e-01,5.495900000000000230e-01,4.728999999999999870e-01,3.962100000000000066e-01,3.195299999999999807e-01
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,6.999999999999999556e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.000000000000000000e+02
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
S,6.540999999999999592e-02,1.742799999999999905e-01,2.611999999999999877e-01,3.481199999999999850e-01,4.350299999999999723e-01,5.219500000000000250e-01,6.088700000000000223e-01,6.957900000000000196e-01,7.827100000000000168e-01,8.696199999999999486e-01,9.565399999999999459e-01,6.540999999999999592e-02,1.742799999999999905e-01,2.611999999999999877e-01,3.481199999999999850e-01,4.350299999999999723e-01,5.219500000000000250e-01,6.088700000000000223e-01,6.957900000000000196e-01,7.827100000000000168e-01,8.696199999999999486e-01,9.565399999999999459e-01,6.106999999999999929e-02,1.660399999999999932e-01,2.538300000000000001e-01,3.416100000000000247e-01,4.294000000000000039e-01,5.171799999999999731e-01,6.049700000000000077e-01,6.927499999999999769e-01,7.805400000000000116e-01,8.683199999999999807e-01,9.561100000000000154e-01,6.106999999999999929e-02,1.660399999999999932e-01,2.538300000000000001e-01,3.416100000000000247e-01,4.294000000000000039e-01,5.171799999999999731e-01,6.049700000000000077e-01,6.927499999999999769e-01,7.805400000000000116e-01,8.683199999999999807e-01,9.561100000000000154e-01,6.106999999999999929e-02,1.660399999999999932e-01,2.538300000000000001e-01,3.416100000000000247e-01,4.294000000000000039e-01,5.171799999999999731e-01,6.049700000000000077e-01,6.927499999999999769e-01,7.805400000000000116e-01,8.683199999999999807e-01,9.561100000000000154e-01
V/Vref,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
