ThickChord,Camber,CamberLoc,TotalChord,TotalSpan,Twist,XLoc,"outputs[""SM""]","outputs[""Cl""]","outputs[""Cd/Cl""]","outputs[""max_RCS""]","outputs[""Tot_Obj""]"
0.1,0.0,0.1,2.0,12.0,4.0,2.0,1.6718030464934677,0.064699244517,0.04148749106791676,1081.6664808028247,540.8539841469463
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146739891399437,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1116413214677667,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,12.0,4.0,4.0,8.87068406285814,0.060359826639,0.047731233643711,1083.123646798003,541.5856890158233
0.1,0.0,0.1,2.0,12.0,0.0,0.0,-10.952134359335894,0.0,inf,1086.1104380827157,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.948804818948684,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7920877810520376,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,13.0,3.0,5.0,14.277980774433772,0.044950576423,0.05443511055284249,652.5784483965008,326.3164417535268
0.1,0.0,0.1,1.0,2.0,0.0,2.0,-19.00242455343799,0.0,inf,9.045350115765828,inf
0.1,0.0,0.1,2.0,15.0,0.0,4.0,9.858057470638197,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1123279957979104,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7919922105390498,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39028202962397174,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1123686431781188,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39033618743300913,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046890627988553,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3902905453041683,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906541075976655,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.4381382727937417,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39061023511134607,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,0.0,1.0,-5.227441427627957,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39032605741399884,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046890733515314,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046889587093432,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146675229675195,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,1.0,9.0,4.0,2.0,-6.6715195820907525,0.027775784671,0.0379149313862421,856.3083359596955,428.17312544554085
0.1,0.0,0.1,2.0,12.0,0.0,0.0,-10.952238964538829,0.0,inf,1086.1104380827157,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39031941570158324,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9800054088579713,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7921244003791816,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,14.0,0.0,0.0,-8.792082769385097,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7920575465150659,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,13.0,2.0,1.0,-5.1360146720316635,0.033616853944,0.06646004176124758,652.5784483965008,326.32245421913103
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.04687376204984,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,12.0,0.0,0.0,-10.95222288813928,0.0,inf,1086.1104380827157,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9488858620754712,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,14.0,0.0,0.0,-8.792132082149458,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.709835499369834,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9487884937543765,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,12.0,0.0,4.0,9.048783730532497,0.0,inf,1083.6015729990204,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25605878878581123,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9487902620632713,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,1.0,4.0,0.0,0.0,-32.18115911782301,0.0,inf,0.6794847104528057,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25611206371916495,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9487683764207195,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.2561079127869359,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1117403580101826,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1125703404552212,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39095397228281925,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3903123693554722,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7921221137583867,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,1.0,0.0,2.0,-8.427283445378505,0.0,inf,16.75037490785495,inf
0.1,0.0,0.1,2.0,12.0,0.0,4.0,9.048464042496489,0.0,inf,1083.6015729990204,inf
0.1,0.0,0.1,2.0,13.0,0.0,1.0,-5.22739455666005,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146682072408477,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9487777740232117,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,15.0,0.0,4.0,9.8580549543132,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,5.0,0.0,4.0,3.476241478857904,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046886756324344,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,13.0,0.0,0.0,-9.745930066105553,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.708621875357997,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906135992177351,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,1.0,2.0,0.0,2.0,-18.999044645319422,0.0,inf,9.045350115765828,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.04678832377724,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,5.0,0.0,3.0,-3.004868016849711,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7922345473024793,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.4380573131901873,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906318959831889,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,1.0,0.0,2.0,-8.4275961933129,0.0,inf,16.75037490785495,inf
0.1,0.0,0.1,2.0,5.0,0.0,4.0,3.479638702051498,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3902685514203874,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,1.0,2.0,0.0,2.0,-19.008129262081717,0.0,inf,9.045350115765828,inf
0.1,0.0,0.1,2.0,13.0,0.0,1.0,-5.2274363365876075,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,6.0,4.0,2.0,-7.692629471509216,0.021898973332,0.060763314463494686,724.9191265930925,362.48994495377804
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.2561283376495105,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.111901486252922,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1118217991757717,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.438150123228242,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9489042944806467,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,14.0,0.0,0.0,-8.792169916678723,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.94881913253802,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3902838752078619,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,0.0,0.0,-9.74592314117421,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.708611345220074,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146616279096736,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.04684943282965,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046849612934496,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7921121777112193,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,12.0,0.0,4.0,9.048474117074008,0.0,inf,1083.6015729990204,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9488263216000854,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046837401945144,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,12.0,0.0,4.0,9.05048599901824,0.0,inf,1083.6015729990204,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046890954590017,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39067585221216566,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.70619128702626,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.2561609516690577,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.705133663452132,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046842211818364,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.4380355613535443,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39064720063788805,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9799784839050556,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906169925561098,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,1.0,0.0,2.0,-8.427146377302982,0.0,inf,16.75037490785495,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9488739192775117,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.2561543011362577,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,1.0,13.0,0.0,1.0,-10.251348078717335,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9810977662318336,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,12.0,0.0,4.0,9.048520489393157,0.0,inf,1083.6015729990204,inf
0.1,0.0,0.1,1.0,14.0,0.0,0.0,-16.61444329407629,0.0,inf,14.406113361975429,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9486340364212928,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39029154418538603,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,1.0,12.0,0.0,0.0,-19.07041481883237,0.0,inf,817.8129368381874,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3902609110588262,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25611409963823384,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7920680497977274,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146612765535024,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9490675107929345,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,1.0,4.0,0.0,0.0,-32.181172264023324,0.0,inf,0.6794847104528057,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.705480094268175,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39092478399407327,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906526519836718,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9485539526453,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,1.0,2.0,0.0,2.0,-19.02231563453088,0.0,inf,9.045350115765828,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.4381220912101043,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9489603652618557,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39064845476993965,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1116592111053958,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,15.0,0.0,4.0,9.858043933751386,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.792154753876435,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3902973378661212,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046860097058746,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39062728997538265,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1118960379352405,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9806178632055733,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,5.0,0.0,4.0,3.473782083653347,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.709316861338765,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3902831913616467,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,2.0,2.0,-0.1430002884487891,0.035321405598,0.06362187879995478,652.5784483965008,326.32103513765037
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.948770952291836,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046853179833805,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.1470304395576845,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,5.0,0.0,0.0,-22.34433134904748,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25613060108027774,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146440748197444,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.709013847851175,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,13.0,0.0,1.0,-5.227425013382367,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9801794899783265,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7921277040144137,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.792106296275712,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9802917457331737,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9487655604765575,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906402413516741,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906570365416329,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,12.0,0.0,0.0,-10.952167851186339,0.0,inf,1086.1104380827157,inf
0.1,0.0,0.1,2.0,4.0,0.0,2.0,-11.440129066169083,0.0,inf,1.524734730403648,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3905992623815546,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9487641232505748,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,1.0,4.0,2.0,3.8404670890255415,0.000614258169,0.3027834799540126,16.75037490785495,8.526579193904482
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046873190474123,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25612580008736785,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,1.0,2.0,0.0,0.0,-35.492708037658616,0.0,inf,5.437950965835586,inf
0.1,0.0,0.1,1.0,14.0,0.0,2.0,-1.2686252782041407,0.0,inf,14.406113361975429,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.14647874313726,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25614119714936656,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,13.0,0.0,0.0,-9.7458854597489,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,1.0,2.0,-0.39788380255878053,0.016783788901,0.12140032468345686,652.5784483965008,326.3499243605921
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3906251185945652,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,5.0,0.0,4.0,3.4801008596284966,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046923778036588,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.438147733914704,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,1.0,0.0,2.0,-8.427335163527868,0.0,inf,16.75037490785495,inf
0.1,0.0,0.1,2.0,13.0,0.0,1.0,-5.227368674759694,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,13.0,2.0,2.0,-0.13753052363376206,0.035320410936,0.0636231857005255,652.5784483965008,326.32103579110066
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9488602032411964,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146982000779638,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.2560808297145378,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,13.0,0.0,3.0,4.487698145481174,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146427776160777,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,4.0,0.0,2.0,-11.440470905982387,0.0,inf,1.524734730403648,inf
0.1,0.0,0.1,1.0,2.0,0.0,2.0,-19.028947043278038,0.0,inf,9.045350115765828,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.706214420831518,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.438115637448517,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,1.0,2.0,0.0,2.0,-19.165546485348962,0.0,inf,9.045350115765828,inf
0.1,0.0,0.1,2.0,12.0,0.0,0.0,-10.952292502734098,0.0,inf,1086.1104380827157,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9804089125834086,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,12.0,0.0,2.0,-1.1121929558598609,0.0,inf,1082.622420112703,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9488005320480986,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046893662621827,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046870201916393,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.2561551002901119,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046900962276386,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,13.0,0.0,0.0,-9.745944670755131,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.980112313146247,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9806395718069965,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.3909053475140034,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.147007168374091,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,12.0,0.0,0.0,-10.952030005748385,0.0,inf,1086.1104380827157,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39064054087051936,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,7.0,0.0,2.0,-6.277957660628357,0.0,inf,614.5617591494271,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9800950666422663,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7921008349115688,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,5.0,0.0,0.0,-22.344353083238282,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,3.0,0.0,2.0,-12.786021040149548,0.0,inf,1.5889149947880592,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.390632795270438,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,5.0,0.0,4.0,3.4737805817261784,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.9487967819944088,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,1.0,13.0,0.0,2.0,-2.4380678161230307,0.0,inf,532.9872547573164,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39063663736293996,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,5.0,0.0,1.0,-16.275029473200995,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,1.0,0.0,2.0,-8.427272652135965,0.0,inf,16.75037490785495,inf
0.1,0.0,0.1,2.0,12.0,0.0,0.0,-10.952196036386743,0.0,inf,1086.1104380827157,inf
0.1,0.0,0.1,1.0,9.0,0.0,2.0,-7.146418444996354,0.0,inf,856.3083359596955,inf
0.1,0.0,0.1,2.0,11.0,0.0,2.0,-1.948799488138455,0.0,inf,857.3244664396834,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25604988929689654,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,4.0,4.0,2.0,-13.9918819749916,0.009741816185,0.08636975837170345,1.524734730403648,0.8055522443876757
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046879083339435,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,5.0,0.0,2.0,-9.707706472232918,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,14.0,0.0,2.0,0.25615499352316995,0.0,inf,1702.471315184154,inf
0.1,0.0,0.1,2.0,5.0,0.0,0.0,-22.344339232218562,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,15.0,0.0,2.0,0.7922112429255446,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39024569603526515,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,5.0,0.0,4.0,3.4800695849951246,0.0,inf,0.9543683944771795,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39062341035097425,0.0,inf,652.5784483965008,inf
0.1,0.0,0.1,2.0,9.0,0.0,2.0,-3.9805227556459633,0.0,inf,4.742436161531481,inf
0.1,0.0,0.1,2.0,6.0,0.0,2.0,-8.046832295044153,0.0,inf,724.9191265930925,inf
0.1,0.0,0.1,2.0,15.0,0.0,4.0,9.858053183845517,0.0,inf,626.6957830769787,inf
0.1,0.0,0.1,2.0,13.0,0.0,2.0,-0.39060879213703714,0.0,inf,652.5784483965008,inf
